Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2024-04-18,Thursday,Sem1_Exams,False,Katogo (Offal+Matoke),87,76,11,12.6,"3,500","266,000","129,238","19,404","117,358",0.0,0.0,0.0,29.0,0.0,0.0,0.0,12.9,4.2,0.0,0.0,0.0,0.0,0.0
2024-04-18,Thursday,Sem1_Exams,False,Chips & Eggs,96,90,6,6.2,"4,500","405,000","203,018","14,040","187,942",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,139.4,0.0,0.0,0.0
2024-04-18,Thursday,Sem1_Exams,False,Rolex,197,152,45,22.8,"2,500","380,000","157,518","48,375","174,107",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8,20.6,9.5,7.8
2024-04-19,Friday,Sem1_Exams,False,Posho & Beans,239,207,32,13.4,"3,000","621,000","279,567","44,832","296,601",57.8,35.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Friday,Sem1_Exams,False,Matooke & Groundnut Stew,158,127,31,19.6,"4,000","508,000","273,259","69,192","165,549",0.0,0.0,4.5,61.1,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Friday,Sem1_Exams,False,Rice & Chicken,141,124,17,12.1,"6,000","744,000","490,576","69,768","183,656",0.0,0.0,5.6,0.0,0.0,27.7,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Friday,Sem1_Exams,False,Katogo (Offal+Matoke),118,108,10,8.5,"3,500","378,000","183,654","17,640","176,706",0.0,0.0,0.0,40.0,0.0,0.0,0.0,17.8,6.1,0.0,0.0,0.0,0.0,0.0
2024-04-19,Friday,Sem1_Exams,False,Chips & Eggs,108,85,23,21.3,"4,500","382,500","191,740","53,820","136,940",0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,33.5,165.4,0.0,0.0,0.0
2024-04-19,Friday,Sem1_Exams,False,Rolex,349,325,24,6.9,"2,500","812,500","336,798","25,800","449,902",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.3,35.9,17.6,14.2
2024-04-20,Saturday,Sem1_Exams,True,Posho & Beans,107,91,16,15.0,"3,000","273,000","122,901","22,416","127,683",27.4,16.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Saturday,Sem1_Exams,True,Matooke & Groundnut Stew,86,70,16,18.6,"4,000","280,000","150,615","35,712","93,673",0.0,0.0,2.6,33.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Saturday,Sem1_Exams,True,Rice & Chicken,40,34,6,15.0,"6,000","204,000","134,513","24,624","44,863",0.0,0.0,1.6,0.0,0.0,8.1,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Saturday,Sem1_Exams,True,Katogo (Offal+Matoke),80,59,21,26.2,"3,500","206,500","100,329","37,044","69,127",0.0,0.0,0.0,26.8,0.0,0.0,0.0,11.7,4.2,0.0,0.0,0.0,0.0,0.0
2024-04-20,Saturday,Sem1_Exams,True,Chips & Eggs,30,26,4,13.3,"4,500","117,000","58,650","9,360","48,990",0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,9.1,46.0,0.0,0.0,0.0
2024-04-20,Saturday,Sem1_Exams,True,Rolex,150,132,18,12.0,"2,500","330,000","136,792","19,350","173,858",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.2,14.4,7.6,6.1
2024-04-21,Sunday,Sem1_Exams,True,Posho & Beans,69,65,4,5.8,"3,000","195,000","87,787","5,604","101,609",17.1,10.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,Sunday,Sem1_Exams,True,Matooke & Groundnut Stew,128,107,21,16.4,"4,000","428,000","230,226","46,872","150,902",0.0,0.0,3.7,51.2,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,Sunday,Sem1_Exams,True,Rice & Chicken,110,101,9,8.2,"6,000","606,000","399,582","36,936","169,482",0.0,0.0,4.3,0.0,0.0,21.4,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,Sunday,Sem1_Exams,True,Katogo (Offal+Matoke),46,34,12,26.1,"3,500","119,000","57,817","21,168","40,015",0.0,0.0,0.0,16.3,0.0,0.0,0.0,6.9,2.4,0.0,0.0,0.0,0.0,0.0
2024-04-21,Sunday,Sem1_Exams,True,Chips & Eggs,91,74,17,18.7,"4,500","333,000","166,926","39,780","126,294",0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,28.3,136.0,0.0,0.0,0.0
2024-04-21,Sunday,Sem1_Exams,True,Rolex,167,164,3,1.8,"2,500","410,000","169,953","3,225","236,822",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.3,16.3,8.0,6.8
2024-04-22,Monday,Sem1_Exams,False,Posho & Beans,267,258,9,3.4,"3,000","774,000","348,446","12,609","412,945",69.0,41.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,Monday,Sem1_Exams,False,Matooke & Groundnut Stew,141,120,21,14.9,"4,000","480,000","258,198","46,872","174,930",0.0,0.0,4.2,59.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,Monday,Sem1_Exams,False,Rice & Chicken,138,123,15,10.9,"6,000","738,000","486,619","61,560","189,821",0.0,0.0,5.5,0.0,0.0,27.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,Monday,Sem1_Exams,False,Katogo (Offal+Matoke),107,92,15,14.0,"3,500","322,000","156,446","26,460","139,094",0.0,0.0,0.0,38.4,0.0,0.0,0.0,15.6,5.2,0.0,0.0,0.0,0.0,0.0
2024-04-22,Monday,Sem1_Exams,False,Chips & Eggs,135,113,22,16.3,"4,500","508,500","254,901","51,480","202,119",0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,38.9,205.6,0.0,0.0,0.0
2024-04-22,Monday,Sem1_Exams,False,Rolex,250,211,39,15.6,"2,500","527,500","218,659","41,925","266,916",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.9,24.7,13.1,10.1
2024-04-23,Tuesday,Sem1_Exams,False,Posho & Beans,224,190,34,15.2,"3,000","570,000","256,607","47,634","265,759",53.4,32.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Tuesday,Sem1_Exams,False,Matooke & Groundnut Stew,184,162,22,12.0,"4,000","648,000","348,567","49,104","250,329",0.0,0.0,5.5,75.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Tuesday,Sem1_Exams,False,Rice & Chicken,129,104,25,19.4,"6,000","624,000","411,451","102,600","109,949",0.0,0.0,5.4,0.0,0.0,26.3,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Tuesday,Sem1_Exams,False,Katogo (Offal+Matoke),92,85,7,7.6,"3,500","297,500","144,542","12,348","140,610",0.0,0.0,0.0,33.0,0.0,0.0,0.0,14.3,4.4,0.0,0.0,0.0,0.0,0.0
2024-04-23,Tuesday,Sem1_Exams,False,Chips & Eggs,136,114,22,16.2,"4,500","513,000","257,157","51,480","204,363",0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,42.5,202.8,0.0,0.0,0.0
2024-04-23,Tuesday,Sem1_Exams,False,Rolex,302,261,41,13.6,"2,500","652,500","270,474","44,075","337,951",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.5,30.0,14.6,11.6
2024-04-24,Wednesday,Sem1_Exams,False,Posho & Beans,222,196,26,11.7,"3,000","588,000","264,711","36,426","286,863",54.4,32.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Wednesday,Sem1_Exams,False,Matooke & Groundnut Stew,111,98,13,11.7,"4,000","392,000","210,862","29,016","152,122",0.0,0.0,3.3,45.5,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Wednesday,Sem1_Exams,False,Rice & Chicken,157,133,24,15.3,"6,000","798,000","526,182","98,496","173,322",0.0,0.0,6.0,0.0,0.0,31.9,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Wednesday,Sem1_Exams,False,Katogo (Offal+Matoke),132,108,24,18.2,"3,500","378,000","183,654","42,336","152,010",0.0,0.0,0.0,46.0,0.0,0.0,0.0,19.9,6.5,0.0,0.0,0.0,0.0,0.0
2024-04-24,Wednesday,Sem1_Exams,False,Chips & Eggs,116,84,32,27.6,"4,500","378,000","189,484","74,880","113,636",0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,34.8,174.6,0.0,0.0,0.0
2024-04-24,Wednesday,Sem1_Exams,False,Rolex,332,297,35,10.5,"2,500","742,500","307,781","37,625","397,094",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.9,33.8,16.6,13.2
2024-04-25,Thursday,Sem1_Exams,False,Posho & Beans,207,161,46,22.2,"3,000","483,000","217,441","64,446","201,113",49.5,30.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Thursday,Sem1_Exams,False,Matooke & Groundnut Stew,243,187,56,23.0,"4,000","748,000","402,358","124,992","220,650",0.0,0.0,7.2,97.8,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Thursday,Sem1_Exams,False,Rice & Chicken,95,79,16,16.8,"6,000","474,000","312,544","65,664","95,792",0.0,0.0,4.0,0.0,0.0,18.7,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Thursday,Sem1_Exams,False,Katogo (Offal+Matoke),149,127,22,14.8,"3,500","444,500","215,963","38,808","189,729",0.0,0.0,0.0,53.6,0.0,0.0,0.0,21.4,7.6,0.0,0.0,0.0,0.0,0.0
2024-04-25,Thursday,Sem1_Exams,False,Chips & Eggs,166,143,23,13.9,"4,500","643,500","322,574","53,820","267,106",0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,48.0,260.6,0.0,0.0,0.0
2024-04-25,Thursday,Sem1_Exams,False,Rolex,273,244,29,10.6,"2,500","610,000","252,857","31,175","325,968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.9,27.9,13.5,10.7
2024-04-26,Friday,Sem1_Exams,False,Posho & Beans,191,173,18,9.4,"3,000","519,000","233,648","25,218","260,134",48.8,27.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Friday,Sem1_Exams,False,Matooke & Groundnut Stew,169,154,15,8.9,"4,000","616,000","331,354","33,480","251,166",0.0,0.0,5.0,64.7,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Friday,Sem1_Exams,False,Rice & Chicken,177,156,21,11.9,"6,000","936,000","617,176","86,184","232,640",0.0,0.0,7.2,0.0,0.0,35.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Friday,Sem1_Exams,False,Katogo (Offal+Matoke),116,101,15,12.9,"3,500","353,500","171,750","26,460","155,290",0.0,0.0,0.0,41.5,0.0,0.0,0.0,16.7,6.1,0.0,0.0,0.0,0.0,0.0
2024-04-26,Friday,Sem1_Exams,False,Chips & Eggs,155,132,23,14.8,"4,500","594,000","297,760","53,820","242,420",0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,46.8,234.9,0.0,0.0,0.0
2024-04-26,Friday,Sem1_Exams,False,Rolex,284,243,41,14.4,"2,500","607,500","251,821","44,075","311,604",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.1,29.4,13.7,11.3
2024-04-27,Saturday,Sem1_Exams,True,Posho & Beans,186,162,24,12.9,"3,000","486,000","218,791","33,624","233,585",47.4,28.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Saturday,Sem1_Exams,True,Matooke & Groundnut Stew,24,20,4,16.7,"4,000","80,000","43,033","8,928","28,039",0.0,0.0,0.7,9.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Saturday,Sem1_Exams,True,Rice & Chicken,82,72,10,12.2,"6,000","432,000","284,850","41,040","106,110",0.0,0.0,3.4,0.0,0.0,16.4,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Saturday,Sem1_Exams,True,Katogo (Offal+Matoke),52,45,7,13.5,"3,500","157,500","76,522","12,348","68,630",0.0,0.0,0.0,17.8,0.0,0.0,0.0,8.0,2.7,0.0,0.0,0.0,0.0,0.0
2024-04-27,Saturday,Sem1_Exams,True,Chips & Eggs,69,56,13,18.8,"4,500","252,000","126,323","30,420","95,257",0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,20.3,101.7,0.0,0.0,0.0
2024-04-27,Saturday,Sem1_Exams,True,Rolex,121,99,22,18.2,"2,500","247,500","102,594","23,650","121,256",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3,11.9,5.8,4.7
2024-04-28,Sunday,Sem1_Exams,True,Posho & Beans,29,25,4,13.8,"3,000","75,000","33,764","5,604","35,632",7.6,4.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Sunday,Sem1_Exams,True,Matooke & Groundnut Stew,35,29,6,17.1,"4,000","116,000","62,398","13,392","40,210",0.0,0.0,1.1,14.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Sunday,Sem1_Exams,True,Rice & Chicken,150,139,11,7.3,"6,000","834,000","549,920","45,144","238,936",0.0,0.0,5.8,0.0,0.0,29.1,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Sunday,Sem1_Exams,True,Katogo (Offal+Matoke),96,87,9,9.4,"3,500","304,500","147,943","15,876","140,681",0.0,0.0,0.0,32.1,0.0,0.0,0.0,15.1,4.7,0.0,0.0,0.0,0.0,0.0
2024-04-28,Sunday,Sem1_Exams,True,Chips & Eggs,65,53,12,18.5,"4,500","238,500","119,555","28,080","90,865",0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,18.9,99.9,0.0,0.0,0.0
2024-04-28,Sunday,Sem1_Exams,True,Rolex,88,76,12,13.6,"2,500","190,000","78,759","12,900","98,341",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1,8.7,4.2,3.5
2024-04-29,Monday,Sem1_Exams,False,Posho & Beans,160,128,32,20.0,"3,000","384,000","172,872","44,832","166,296",41.1,25.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,Monday,Sem1_Exams,False,Matooke & Groundnut Stew,155,139,16,10.3,"4,000","556,000","299,079","35,712","221,209",0.0,0.0,4.6,62.3,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,Monday,Sem1_Exams,False,Rice & Chicken,120,110,10,8.3,"6,000","660,000","435,188","41,040","183,772",0.0,0.0,4.7,0.0,0.0,23.8,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,Monday,Sem1_Exams,False,Katogo (Offal+Matoke),103,101,2,1.9,"3,500","353,500","171,750","3,528","178,222",0.0,0.0,0.0,34.9,0.0,0.0,0.0,15.4,4.9,0.0,0.0,0.0,0.0,0.0
2024-04-29,Monday,Sem1_Exams,False,Chips & Eggs,172,141,31,18.0,"4,500","634,500","318,062","72,540","243,898",0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,53.3,257.0,0.0,0.0,0.0
2024-04-29,Monday,Sem1_Exams,False,Rolex,243,234,9,3.7,"2,500","585,000","242,494","9,675","332,831",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.6,23.7,12.5,9.6
2024-04-30,Tuesday,Sem1_Exams,False,Posho & Beans,238,202,36,15.1,"3,000","606,000","272,814","50,436","282,750",60.0,35.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,Tuesday,Sem1_Exams,False,Matooke & Groundnut Stew,129,112,17,13.2,"4,000","448,000","240,985","37,944","169,071",0.0,0.0,3.9,49.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,Tuesday,Sem1_Exams,False,Rice & Chicken,124,123,1,0.8,"6,000","738,000","486,619","4,104","247,277",0.0,0.0,4.7,0.0,0.0,24.3,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,Tuesday,Sem1_Exams,False,Katogo (Offal+Matoke),112,90,22,19.6,"3,500","315,000","153,045","38,808","123,147",0.0,0.0,0.0,40.0,0.0,0.0,0.0,16.6,5.4,0.0,0.0,0.0,0.0,0.0
2024-04-30,Tuesday,Sem1_Exams,False,Chips & Eggs,87,78,9,10.3,"4,500","351,000","175,949","21,060","153,991",0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,25.5,133.8,0.0,0.0,0.0
2024-04-30,Tuesday,Sem1_Exams,False,Rolex,244,224,20,8.2,"2,500","560,000","232,131","21,500","306,369",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.4,23.9,12.2,10.0
2024-05-01,Wednesday,Sem1_Exams,False,Posho & Beans,220,180,40,18.2,"3,000","540,000","243,102","56,040","240,858",56.3,32.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,Wednesday,Sem1_Exams,False,Matooke & Groundnut Stew,166,146,20,12.0,"4,000","584,000","314,141","44,640","225,219",0.0,0.0,5.2,63.6,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,Wednesday,Sem1_Exams,False,Rice & Chicken,103,91,12,11.7,"6,000","546,000","360,019","49,248","136,733",0.0,0.0,4.0,0.0,0.0,19.7,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,Wednesday,Sem1_Exams,False,Katogo (Offal+Matoke),91,67,24,26.4,"3,500","234,500","113,933","42,336","78,231",0.0,0.0,0.0,32.6,0.0,0.0,0.0,14.2,4.5,0.0,0.0,0.0,0.0,0.0
2024-05-01,Wednesday,Sem1_Exams,False,Chips & Eggs,136,105,31,22.8,"4,500","472,500","236,855","72,540","163,105",0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,41.7,209.9,0.0,0.0,0.0
2024-05-01,Wednesday,Sem1_Exams,False,Rolex,320,302,18,5.6,"2,500","755,000","312,963","19,350","422,687",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.9,32.7,16.5,12.8
2024-05-02,Thursday,Sem1_Exams,False,Posho & Beans,298,260,38,12.8,"3,000","780,000","351,147","53,238","375,615",75.9,43.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,Thursday,Sem1_Exams,False,Matooke & Groundnut Stew,187,169,18,9.6,"4,000","676,000","363,629","40,176","272,195",0.0,0.0,5.6,77.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,Thursday,Sem1_Exams,False,Rice & Chicken,131,122,9,6.9,"6,000","732,000","482,663","36,936","212,401",0.0,0.0,5.4,0.0,0.0,25.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,Thursday,Sem1_Exams,False,Katogo (Offal+Matoke),131,113,18,13.7,"3,500","395,500","192,156","31,752","171,592",0.0,0.0,0.0,47.8,0.0,0.0,0.0,20.5,6.5,0.0,0.0,0.0,0.0,0.0
2024-05-02,Thursday,Sem1_Exams,False,Chips & Eggs,127,115,12,9.4,"4,500","517,500","259,412","28,080","230,008",0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,39.1,185.4,0.0,0.0,0.0
2024-05-02,Thursday,Sem1_Exams,False,Rolex,241,211,30,12.4,"2,500","527,500","218,659","32,250","276,591",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.4,23.8,11.8,10.1
2024-05-03,Friday,Sem1_Exams,False,Posho & Beans,193,182,11,5.7,"3,000","546,000","245,803","15,411","284,786",46.5,27.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,Friday,Sem1_Exams,False,Matooke & Groundnut Stew,170,137,33,19.4,"4,000","548,000","294,776","73,656","179,568",0.0,0.0,5.2,65.7,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,Friday,Sem1_Exams,False,Rice & Chicken,120,90,30,25.0,"6,000","540,000","356,063","123,120","60,817",0.0,0.0,4.6,0.0,0.0,24.3,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,Friday,Sem1_Exams,False,Katogo (Offal+Matoke),113,90,23,20.4,"3,500","315,000","153,045","40,572","121,383",0.0,0.0,0.0,38.5,0.0,0.0,0.0,16.3,5.5,0.0,0.0,0.0,0.0,0.0
2024-05-03,Friday,Sem1_Exams,False,Chips & Eggs,136,123,13,9.6,"4,500","553,500","277,458","30,420","245,622",0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,38.8,213.1,0.0,0.0,0.0
2024-05-03,Friday,Sem1_Exams,False,Rolex,265,237,28,10.6,"2,500","592,500","245,603","30,100","316,797",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.6,26.6,13.3,10.1
2024-05-04,Saturday,Sem1_Exams,True,Posho & Beans,130,107,23,17.7,"3,000","321,000","144,510","32,223","144,267",33.9,19.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,Saturday,Sem1_Exams,True,Matooke & Groundnut Stew,64,52,12,18.8,"4,000","208,000","111,886","26,784","69,330",0.0,0.0,1.9,25.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,Saturday,Sem1_Exams,True,Rice & Chicken,61,56,5,8.2,"6,000","336,000","221,550","20,520","93,930",0.0,0.0,2.4,0.0,0.0,12.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,Saturday,Sem1_Exams,True,Katogo (Offal+Matoke),61,56,5,8.2,"3,500","196,000","95,228","8,820","91,952",0.0,0.0,0.0,21.9,0.0,0.0,0.0,9.5,3.1,0.0,0.0,0.0,0.0,0.0
2024-05-04,Saturday,Sem1_Exams,True,Chips & Eggs,35,33,2,5.7,"4,500","148,500","74,440","4,680","69,380",0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,10.1,52.2,0.0,0.0,0.0
2024-05-04,Saturday,Sem1_Exams,True,Rolex,255,210,45,17.6,"2,500","525,000","217,623","48,375","259,002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8,26.3,12.4,10.4
2024-05-05,Sunday,Sem1_Exams,True,Posho & Beans,141,118,23,16.3,"3,000","354,000","159,367","32,223","162,410",35.2,22.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05,Sunday,Sem1_Exams,True,Matooke & Groundnut Stew,116,93,23,19.8,"4,000","372,000","200,103","51,336","120,561",0.0,0.0,3.5,46.6,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05,Sunday,Sem1_Exams,True,Rice & Chicken,82,70,12,14.6,"6,000","420,000","276,938","49,248","93,814",0.0,0.0,3.3,0.0,0.0,15.8,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05,Sunday,Sem1_Exams,True,Katogo (Offal+Matoke),29,26,3,10.3,"3,500","91,000","44,213","5,292","41,495",0.0,0.0,0.0,9.7,0.0,0.0,0.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0
2024-05-05,Sunday,Sem1_Exams,True,Chips & Eggs,77,73,4,5.2,"4,500","328,500","164,670","9,360","154,470",0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,22.2,119.0,0.0,0.0,0.0
2024-05-05,Sunday,Sem1_Exams,True,Rolex,179,156,23,12.8,"2,500","390,000","161,663","24,725","203,612",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.6,17.4,9.3,6.8
2024-05-06,Monday,Sem1_Exams,False,Posho & Beans,194,150,44,22.7,"3,000","450,000","202,585","61,644","185,771",48.1,28.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,Monday,Sem1_Exams,False,Matooke & Groundnut Stew,133,115,18,13.5,"4,000","460,000","247,440","40,176","172,384",0.0,0.0,4.0,55.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,Monday,Sem1_Exams,False,Rice & Chicken,121,93,28,23.1,"6,000","558,000","367,932","114,912","75,156",0.0,0.0,4.8,0.0,0.0,25.3,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,Monday,Sem1_Exams,False,Katogo (Offal+Matoke),89,76,13,14.6,"3,500","266,000","129,238","22,932","113,830",0.0,0.0,0.0,32.4,0.0,0.0,0.0,13.2,4.5,0.0,0.0,0.0,0.0,0.0
2024-05-06,Monday,Sem1_Exams,False,Chips & Eggs,105,88,17,16.2,"4,500","396,000","198,507","39,780","157,713",0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,31.1,163.0,0.0,0.0,0.0
2024-05-06,Monday,Sem1_Exams,False,Rolex,287,274,13,4.5,"2,500","685,000","283,946","13,975","387,079",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.6,29.1,15.0,11.0
2024-05-07,Tuesday,Sem1_Exams,False,Posho & Beans,191,163,28,14.7,"3,000","489,000","220,142","39,228","229,630",46.8,27.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,Tuesday,Sem1_Exams,False,Matooke & Groundnut Stew,187,166,21,11.2,"4,000","664,000","357,174","46,872","259,954",0.0,0.0,5.7,73.2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,Tuesday,Sem1_Exams,False,Rice & Chicken,133,108,25,18.8,"6,000","648,000","427,276","102,600","118,124",0.0,0.0,5.1,0.0,0.0,25.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
